user_location,date,text,sentiment,hour,minute,Date,refined text,lowercase text,non-punctuated text,non-extraspace text,tokenized text,non-stopwords text,stemmed text
"Dubai, United Arab Emirates",2020-12-24 10:50:00,#Dubai: How to book appointment for #Pfizervaccine. Watch the full #Video: https://t.co/vwccWvPKEN @gulf_news… https://t.co/GaEtaEXnCa,NEU,10,50,2020-12-24, How to book appointment for  Watch the full    , how to book appointment for  watch the full    , how to book appointment for  watch the full    ,how to book appointment for watch the full,"['how', 'to', 'book', 'appointment', 'for', 'watch', 'the', 'full']","['book', 'appointment', 'watch', 'full']","['book', 'appoint', 'watch', 'full']"
No Location,2020-12-24 10:44:00,"arriving at Dubai International Airport (DXB) at 22.15 local time.
#Emirates #cargo #PfizerBioNTech #flights… https://t.co/qzaNzHWgfs",NEU,10,44,2020-12-24,"arriving at Dubai International Airport (DXB) at 22.15 local time.
    ","arriving at dubai international airport (dxb) at 22.15 local time.
    ",arriving at dubai international airport  dxb  at       local time      ,arriving at dubai international airport dxb at local time,"['arriving', 'at', 'dubai', 'international', 'airport', 'dxb', 'at', 'local', 'time']","['arriving', 'dubai', 'international', 'airport', 'dxb', 'local', 'time']","['arriv', 'dubai', 'intern', 'airport', 'dxb', 'local', 'time']"
"Jeddah, Saudi Arabia",2020-12-24 10:38:00,"#BREAKING: Vaccination against #COVID19 begins in #Jeddah, as first batches of #PfizerBioNTech vaccine has arrived… https://t.co/zj2Cp1M9C1",NEU,10,38,2020-12-24, Vaccination against  begins in  as first batches of  vaccine has arrived… , vaccination against  begins in  as first batches of  vaccine has arrived… , vaccination against  begins in  as first batches of  vaccine has arrived  ,vaccination against begins in as first batches of vaccine has arrived,"['vaccination', 'against', 'begins', 'in', 'as', 'first', 'batches', 'of', 'vaccine', 'has', 'arrived']","['vaccination', 'begins', 'first', 'batches', 'vaccine', 'arrived']","['vaccin', 'begin', 'first', 'batch', 'vaccin', 'arriv']"
United Arab Emirates,2020-12-24 10:28:00,"KT Opinion: If your favourite celeb takes the Covid jab, will you too? 

Celebrities play a huge role in influencin… https://t.co/efEIvKT5cu",NEU,10,28,2020-12-24,"KT Opinion: If your favourite celeb takes the Covid jab, will you too? 

Celebrities play a huge role in influencin… ","kt opinion: if your favourite celeb takes the covid jab, will you too? 

celebrities play a huge role in influencin… ",kt opinion  if your favourite celeb takes the covid jab  will you too    celebrities play a huge role in influencin  ,kt opinion if your favourite celeb takes the covid jab will you too celebrities play a huge role in influencin,"['kt', 'opinion', 'if', 'your', 'favourite', 'celeb', 'takes', 'the', 'covid', 'jab', 'will', 'you', 'too', 'celebrities', 'play', 'a', 'huge', 'role', 'in', 'influencin']","['kt', 'opinion', 'favourite', 'celeb', 'takes', 'covid', 'jab', 'celebrities', 'play', 'huge', 'role', 'influencin']","['kt', 'opinion', 'favourit', 'celeb', 'take', 'covid', 'jab', 'celebr', 'play', 'huge', 'role', 'influencin']"
"Ahmadabad City, India",2020-12-24 10:11:00,#Emirates SkyCargo has notched yet another milestone by flying in #Covid_19 #vaccines manufactured by… https://t.co/E3FwY5Ot5A,POS,10,11,2020-12-24, SkyCargo has notched yet another milestone by flying in   manufactured by… , skycargo has notched yet another milestone by flying in   manufactured by… , skycargo has notched yet another milestone by flying in   manufactured by  ,skycargo has notched yet another milestone by flying in manufactured by,"['skycargo', 'has', 'notched', 'yet', 'another', 'milestone', 'by', 'flying', 'in', 'manufactured', 'by']","['skycargo', 'notched', 'yet', 'another', 'milestone', 'flying', 'manufactured']","['skycargo', 'notch', 'yet', 'anoth', 'mileston', 'fli', 'manufactur']"
Prof. Abdullah AlShayji-Kuwait,2020-12-24 10:08:00,#Kuwait P.M. Sheikh Sabah AlKhaled AlSabah inaugurated the national campaign to vaccinate Kuwaitis &amp; expatriates wi… https://t.co/oy9Ufs1sq6,NEU,10,8,2020-12-24, P.M. Sheikh Sabah AlKhaled AlSabah inaugurated the national campaign to vaccinate Kuwaitis &amp; expatriates wi… , p.m. sheikh sabah alkhaled alsabah inaugurated the national campaign to vaccinate kuwaitis &amp; expatriates wi… , p m  sheikh sabah alkhaled alsabah inaugurated the national campaign to vaccinate kuwaitis  amp  expatriates wi  ,p m sheikh sabah alkhaled alsabah inaugurated the national campaign to vaccinate kuwaitis amp expatriates wi,"['p', 'm', 'sheikh', 'sabah', 'alkhaled', 'alsabah', 'inaugurated', 'the', 'national', 'campaign', 'to', 'vaccinate', 'kuwaitis', 'amp', 'expatriates', 'wi']","['p', 'sheikh', 'sabah', 'alkhaled', 'alsabah', 'inaugurated', 'national', 'campaign', 'vaccinate', 'kuwaitis', 'amp', 'expatriates', 'wi']","['p', 'sheikh', 'sabah', 'alkhal', 'alsabah', 'inaugur', 'nation', 'campaign', 'vaccin', 'kuwaiti', 'amp', 'expatri', 'wi']"
Devon & Cornwall,2020-12-24 10:03:00,The @beaconmedgroup Pharmacy Technicians celebrate making up the final 7 vials of #PfizerBioNTech vaccine by dancin… https://t.co/BLTsMRBVHj,POS,10,3,2020-12-24,The  Pharmacy Technicians celebrate making up the final 7 vials of  vaccine by dancin… ,the  pharmacy technicians celebrate making up the final 7 vials of  vaccine by dancin… ,the  pharmacy technicians celebrate making up the final   vials of  vaccine by dancin  ,the pharmacy technicians celebrate making up the final vials of vaccine by dancin,"['the', 'pharmacy', 'technicians', 'celebrate', 'making', 'up', 'the', 'final', 'vials', 'of', 'vaccine', 'by', 'dancin']","['pharmacy', 'technicians', 'celebrate', 'making', 'final', 'vials', 'vaccine', 'dancin']","['pharmaci', 'technician', 'celebr', 'make', 'final', 'vial', 'vaccin', 'dancin']"
UAE ,2020-12-24 09:57:00,"The #UAE is one of the first countries to register the #PfizerBioNTech vaccine.
#COVID19Vaccine 
#Vaccines 
🇦🇪👏👏👇👇 https://t.co/uT3oW5mZqE",NEU,9,57,2020-12-24,"The  is one of the first countries to register the  vaccine.
 
 
🇦🇪👏👏👇👇 ","the  is one of the first countries to register the  vaccine.
 
 
🇦🇪👏👏👇👇 ",the  is one of the first countries to register the  vaccine             ,the is one of the first countries to register the vaccine,"['the', 'is', 'one', 'of', 'the', 'first', 'countries', 'to', 'register', 'the', 'vaccine']","['one', 'first', 'countries', 'register', 'vaccine']","['one', 'first', 'countri', 'regist', 'vaccin']"
"London, England",2020-12-24 08:14:00,Positive end to a very challenging year. Amazing to have vaccines in 2020 - a fantastic scientific achievement! Mer… https://t.co/0BycgR2Jmd,POS,8,14,2020-12-24,Positive end to a very challenging year. Amazing to have vaccines in 2020 - a fantastic scientific achievement! Mer… ,positive end to a very challenging year. amazing to have vaccines in 2020 - a fantastic scientific achievement! mer… ,positive end to a very challenging year  amazing to have vaccines in        a fantastic scientific achievement  mer  ,positive end to a very challenging year amazing to have vaccines in a fantastic scientific achievement mer,"['positive', 'end', 'to', 'a', 'very', 'challenging', 'year', 'amazing', 'to', 'have', 'vaccines', 'in', 'a', 'fantastic', 'scientific', 'achievement', 'mer']","['positive', 'end', 'challenging', 'year', 'amazing', 'vaccines', 'fantastic', 'scientific', 'achievement', 'mer']","['posit', 'end', 'challeng', 'year', 'amaz', 'vaccin', 'fantast', 'scientif', 'achiev', 'mer']"
Northamptonshire,2020-12-24 08:08:00,"Day six post #PfizerBioNTech #CovidVaccine  and I am absolutely fine - no pain, no side effects at all.  Had Covid… https://t.co/Tzv3p7a5rO",NEU,8,8,2020-12-24,"Day six post    and I am absolutely fine - no pain, no side effects at all.  Had Covid… ","day six post    and i am absolutely fine - no pain, no side effects at all.  had covid… ",day six post    and i am absolutely fine   no pain  no side effects at all   had covid  ,day six post and i am absolutely fine no pain no side effects at all had covid,"['day', 'six', 'post', 'and', 'i', 'am', 'absolutely', 'fine', 'no', 'pain', 'no', 'side', 'effects', 'at', 'all', 'had', 'covid']","['day', 'six', 'post', 'absolutely', 'fine', 'pain', 'side', 'effects', 'covid']","['day', 'six', 'post', 'absolut', 'fine', 'pain', 'side', 'effect', 'covid']"
m a r s  ,2020-12-24 07:50:00,"Covid-19 #Vaccines 
BNT162b2  -Liquid Gold 
#PfizerBioNTech  #Interpol
  https://t.co/DfuJhKR1XQ",NEU,7,50,2020-12-24,"Covid-19  
BNT162b2  -Liquid Gold 
  
  ","covid-19  
bnt162b2  -liquid gold 
  
  ",covid      bnt   b    liquid gold       ,covid bnt b liquid gold,"['covid', 'bnt', 'b', 'liquid', 'gold']","['covid', 'bnt', 'b', 'liquid', 'gold']","['covid', 'bnt', 'b', 'liquid', 'gold']"
"South West, England",2020-12-24 07:46:00,"The data from BioNTech/Pfizer, Moderna, and Oxford/AZ #vaccine all show significant effectiveness after just 1 dose… https://t.co/kTHNwR9DNs",POS,7,46,2020-12-24,"The data from BioNTech/Pfizer, Moderna, and Oxford/AZ  all show significant effectiveness after just 1 dose… ","the data from biontech/pfizer, moderna, and oxford/az  all show significant effectiveness after just 1 dose… ",the data from biontech pfizer  moderna  and oxford az  all show significant effectiveness after just   dose  ,the data from biontech pfizer moderna and oxford az all show significant effectiveness after just dose,"['the', 'data', 'from', 'biontech', 'pfizer', 'moderna', 'and', 'oxford', 'az', 'all', 'show', 'significant', 'effectiveness', 'after', 'just', 'dose']","['data', 'biontech', 'pfizer', 'moderna', 'oxford', 'az', 'show', 'significant', 'effectiveness', 'dose']","['data', 'biontech', 'pfizer', 'moderna', 'oxford', 'az', 'show', 'signific', 'effect', 'dose']"
Abu Dhabi ,2020-12-24 07:39:00,"A cut-out-and-keep guide to getting the #PfizerBioNTech vaccine in #Dubai 

https://t.co/cw0TPi6qxA",NEU,7,39,2020-12-24,"A cut-out-and-keep guide to getting the  vaccine in  

","a cut-out-and-keep guide to getting the  vaccine in  

",a cut out and keep guide to getting the  vaccine in    ,a cut out and keep guide to getting the vaccine in,"['a', 'cut', 'out', 'and', 'keep', 'guide', 'to', 'getting', 'the', 'vaccine', 'in']","['cut', 'keep', 'guide', 'getting', 'vaccine']","['cut', 'keep', 'guid', 'get', 'vaccin']"
No Location,2020-12-24 07:00:00,@DXBMediaOffice @emirates Thank God! The vaccines have arrived! more power #Emirates  #PfizerBioNTech,POS,7,0,2020-12-24,  Thank God! The vaccines have arrived! more power   ,  thank god! the vaccines have arrived! more power   ,  thank god  the vaccines have arrived  more power   ,thank god the vaccines have arrived more power,"['thank', 'god', 'the', 'vaccines', 'have', 'arrived', 'more', 'power']","['thank', 'god', 'vaccines', 'arrived', 'power']","['thank', 'god', 'vaccin', 'arriv', 'power']"
"Chennai, India",2020-12-24 06:55:00,"Only 1 million shots of the #PfizerBioNTech #COVID19 vaccine had been given so far in US states, putting… https://t.co/hkD0K93j65",NEU,6,55,2020-12-24,"Only 1 million shots of the   vaccine had been given so far in US states, putting… ","only 1 million shots of the   vaccine had been given so far in us states, putting… ",only   million shots of the   vaccine had been given so far in us states  putting  ,only million shots of the vaccine had been given so far in us states putting,"['only', 'million', 'shots', 'of', 'the', 'vaccine', 'had', 'been', 'given', 'so', 'far', 'in', 'us', 'states', 'putting']","['million', 'shots', 'vaccine', 'given', 'far', 'us', 'states', 'putting']","['million', 'shot', 'vaccin', 'given', 'far', 'us', 'state', 'put']"
No Location,2020-12-24 06:24:00,Vaccines in a fair and equitable world.  #WHO #PfizerBioNTech #Legend 😍 https://t.co/HXGXZZox6D,NEU,6,24,2020-12-24,Vaccines in a fair and equitable world.     😍 ,vaccines in a fair and equitable world.     😍 ,vaccines in a fair and equitable world        ,vaccines in a fair and equitable world,"['vaccines', 'in', 'a', 'fair', 'and', 'equitable', 'world']","['vaccines', 'fair', 'equitable', 'world']","['vaccin', 'fair', 'equit', 'world']"
"Dubai, UAE",2020-12-24 06:10:00,"Jacintha, nurse at Dubai Hospital, poses after getting the #PfizerBioNTech #Covid19vaccine at Al Barsha Health Cent… https://t.co/7bDcgyhwYu",NEU,6,10,2020-12-24,"Jacintha, nurse at Dubai Hospital, poses after getting the   at Al Barsha Health Cent… ","jacintha, nurse at dubai hospital, poses after getting the   at al barsha health cent… ",jacintha  nurse at dubai hospital  poses after getting the   at al barsha health cent  ,jacintha nurse at dubai hospital poses after getting the at al barsha health cent,"['jacintha', 'nurse', 'at', 'dubai', 'hospital', 'poses', 'after', 'getting', 'the', 'at', 'al', 'barsha', 'health', 'cent']","['jacintha', 'nurse', 'dubai', 'hospital', 'poses', 'getting', 'al', 'barsha', 'health', 'cent']","['jacintha', 'nurs', 'dubai', 'hospit', 'pose', 'get', 'al', 'barsha', 'health', 'cent']"
Qatar,2020-12-24 06:10:00,"Mohammed Frazat, an 88-year-old Syrian, was the second person in Qatar and first expatriate who received the vaccin… https://t.co/mhhY0UtvKT",NEU,6,10,2020-12-24,"Mohammed Frazat, an 88-year-old Syrian, was the second person in Qatar and first expatriate who received the vaccin… ","mohammed frazat, an 88-year-old syrian, was the second person in qatar and first expatriate who received the vaccin… ",mohammed frazat  an    year old syrian  was the second person in qatar and first expatriate who received the vaccin  ,mohammed frazat an year old syrian was the second person in qatar and first expatriate who received the vaccin,"['mohammed', 'frazat', 'an', 'year', 'old', 'syrian', 'was', 'the', 'second', 'person', 'in', 'qatar', 'and', 'first', 'expatriate', 'who', 'received', 'the', 'vaccin']","['mohammed', 'frazat', 'year', 'old', 'syrian', 'second', 'person', 'qatar', 'first', 'expatriate', 'received', 'vaccin']","['moham', 'frazat', 'year', 'old', 'syrian', 'second', 'person', 'qatar', 'first', 'expatri', 'receiv', 'vaccin']"
No Location,2020-12-24 05:57:00,First senior Emirati citizen to receive the Pfizer-BioNTech vaccine. #Dubai #UAE #PfizerBioNTech #CoronaVaccine https://t.co/IaCn5X5BKE,NEU,5,57,2020-12-24,First senior Emirati citizen to receive the Pfizer-BioNTech vaccine.     ,first senior emirati citizen to receive the pfizer-biontech vaccine.     ,first senior emirati citizen to receive the pfizer biontech vaccine      ,first senior emirati citizen to receive the pfizer biontech vaccine,"['first', 'senior', 'emirati', 'citizen', 'to', 'receive', 'the', 'pfizer', 'biontech', 'vaccine']","['first', 'senior', 'emirati', 'citizen', 'receive', 'pfizer', 'biontech', 'vaccine']","['first', 'senior', 'emirati', 'citizen', 'receiv', 'pfizer', 'biontech', 'vaccin']"
UAE,2020-12-24 05:55:00,"UAE Press: #PfizerBioNTech vaccine rollout timely and important
#WamNews 
https://t.co/kRQKXU5Jp2 https://t.co/6LOSP046j3",NEU,5,55,2020-12-24,"UAE Press:  vaccine rollout timely and important
 
 ","uae press:  vaccine rollout timely and important
 
 ",uae press   vaccine rollout timely and important    ,uae press vaccine rollout timely and important,"['uae', 'press', 'vaccine', 'rollout', 'timely', 'and', 'important']","['uae', 'press', 'vaccine', 'rollout', 'timely', 'important']","['uae', 'press', 'vaccin', 'rollout', 'time', 'import']"
